0000-00-00-00:00:00,0.0,0.0
2024-09-25-11:17:34,2340.56,0.0
2024-09-25-12:00:00,6190.06,0.0
2024-09-25-13:00:00,3996.31,17675.6
2024-09-25-14:00:00,15744.28,0.0
2024-09-25-15:00:00,33557.0,0.0
2024-09-25-16:00:00,32957.97,0.0
2024-09-25-17:00:00,32326.45,0.0
2024-09-25-18:00:00,6549.89,0.0
2024-09-25-19:00:00,6550.36,0.0
2024-09-25-17:00:00,32326.45,0.0
2024-09-25-17:00:00,32326.45,0.0
